                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     300                                      781                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.8905890075272106E+007                  2.8035400471680367E+005                  5.6280663811893482E+003                  9.5190978061249143E-001                  1.0262014715960279E+000                 -1.6118811387125427E+000                  6.9980094910762203E-001                  1.1932527099634652E-004                  2.8007100863880607E-001                  3.3945800910145044E-003                  1.0713648257056900E-003                  9.3805258127246088E-003                  2.0850244238750375E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9997150953896281E-001                  5.3231190461519039E-005                  2.7997486910625619E-001                  3.4445423198957137E-003                  1.0130740194400900E-003                  9.3805275718531703E-003                  2.0850244238750366E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999987925270E-001                  1.0259782156963455E+000                  9.9999999978794629E-001                  1.0258524119487780E+000                  1.0404135652833711E+004                  2.4107517240269396E+007                  1.0505197239979671E+010                  4.2882146667258908E-001                  4.2882146667258902E-001                  1.1406709070591696E-049                  1.1937996454994163E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  9.1220051663940700E+014                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20211018" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                  1.1232633107883092E-002                  3.7507276672727947E+000                 -6.7780249607574063E+000                  4.7765336692571720E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999899991E-001                  1.1231500334311533E-002                  3.7520225970657983E+000                 -6.7691641389874437E+000                  4.7866913282271506E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999650002E-001                  1.1228725556861422E-002                  3.7539219525460017E+000                 -6.7569555025582106E+000                  4.8008024996152283E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  9.9999999999400002E-001                  1.1226027645175969E-002                  3.7568433025009362E+000                 -6.7395393230556992E+000                  4.8211456109698796E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  9.9999999998900002E-001                  1.1220843783938589E-002                  3.7614708335841867E+000                 -6.7153437016643416E+000                  4.8499793451832458E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999998275002E-001                  1.1214714852986836E-002                  3.7669874403510559E+000                 -6.6909328256731246E+000                  4.8799218764882362E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  9.9999999997650002E-001                  1.1208920676263508E-002                  3.7714418761272630E+000                 -6.6742246079670622E+000                  4.9010984832749314E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  9.9999999997337508E-001                  1.1206132845557933E-002                  3.7745196760437358E+000                 -6.6637475024864479E+000                  4.9146638225714492E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  9.9999999997025013E-001                  1.1203411413130991E-002                  3.7793141770982794E+000                 -6.6489739217198522E+000                  4.9342494802569146E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  9.9999999996400013E-001                  1.1198150441695840E-002                  3.7862738354360332E+000                 -6.6311495801571416E+000                  4.9590623175546362E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
