                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date 
                                     350                                      775                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.4780588205986649E+008                  6.9073282110833541E+007                  5.6398888973160847E+003                  7.4002694505146183E-001                  9.0102290213979330E-001                 -1.6775715419738646E+000                  6.7070321605884553E-001                  4.3208735048039217E-005                  3.0868262769248017E-001                  1.4992117691168304E-005                  5.0214563794389660E-003                  9.3722527633653095E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9684783825462238E-001                  3.3496161477403322E-004                  2.8274454385745929E-001                  3.0108391677387196E-003                  1.5191852793644857E-003                  9.3803855729107967E-003                  2.0850244238750375E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999991517985E-001                  9.0084730565814430E-001                  9.9999999985078925E-001                  9.0074937292891022E-001                  8.5597444952959140E+003                  3.5318117343858115E+007                  1.3513021474244556E+010                  7.3990549825502661E-001                  7.3990549825502672E-001                  8.7540285582719642E-048                  1.6247267258233115E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4131678903692442E+016                                  "15140"                               "gfortran"                                 "10.2.0"                    "x86_64-macos-21.4.1"                                 "CRMATH"                               "20211018" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals 
                                       1                  1.0000000000000000E+000                 -4.5264170012581761E-002                  3.7518084463467289E+000                 -6.7166502953775975E+000                  4.8389669087443776E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       2                  9.9999999999899991E-001                 -4.5265622991565405E-002                  3.7537026219995657E+000                 -6.7038224792442813E+000                  4.8536918755538760E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       3                  9.9999999999650002E-001                 -4.5269149776641843E-002                  3.7565155682321785E+000                 -6.6864344118599206E+000                  4.8738981570214479E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       4                  9.9999999999400002E-001                 -4.5272538228349181E-002                  3.7594377712113296E+000                 -6.6700545845776302E+000                  4.8932065451907603E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       5                  9.9999999999150002E-001                 -4.5275801336365017E-002                  3.7624757832175195E+000                 -6.6546131515075251E+000                  4.9116934583675462E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       6                  9.9999999998900002E-001                 -4.5278950531961508E-002                  3.7650454624611220E+000                 -6.6427274609881515E+000                  4.9261557949691790E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       7                  9.9999999998743749E-001                 -4.5280865676510948E-002                  3.7670712268589859E+000                 -6.6339527629367501E+000                  4.9369621023009653E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       8                  9.9999999998587497E-001                 -4.5282742539406201E-002                  3.7701863587183246E+000                 -6.6213557459184944E+000                  4.9526838045277408E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                       9                  9.9999999998275002E-001                 -4.5286389019211663E-002                  3.7767575240455091E+000                 -6.5981157833747828E+000                  4.9825173487353513E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
                                      10                  9.9999999997650002E-001                 -4.5293302228185978E-002                  3.7841461740927027E+000                 -6.5776168226479053E+000                  5.0104342928665986E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002 
